model-1615048635, 1615048652.407, 0.67, 0.2073, 0.74,0.1631
model-1615048635, 1615048652.459, 0.82, 0.1499, 0.76,0.1774
model-1615048635, 1615048652.506, 0.71, 0.16, 0.77,0.1579
model-1615048635, 1615048652.556, 0.9, 0.1121, 0.78,0.1485
model-1615048635, 1615048652.603, 0.83, 0.1398, 0.69,0.2213
model-1615048635, 1615048652.652, 0.8, 0.1509, 0.78,0.1598
model-1615048635, 1615048652.71, 0.81, 0.1387, 0.78,0.1645
model-1615048635, 1615048652.757, 0.73, 0.1564, 0.71,0.1953
model-1615048635, 1615048652.808, 0.75, 0.1546, 0.76,0.1799
model-1615048635, 1615048652.856, 0.74, 0.1774, 0.73,0.1903
model-1615048635, 1615048652.905, 0.78, 0.1379, 0.87,0.1065
model-1615048635, 1615048652.952, 0.81, 0.1187, 0.81,0.1334
model-1615048635, 1615048653.008, 0.81, 0.1367, 0.85,0.1155
model-1615048635, 1615048653.058, 0.78, 0.1468, 0.69,0.2092
model-1615048635, 1615048653.109, 0.67, 0.18, 0.79,0.1511
model-1615048635, 1615048653.161, 0.79, 0.1358, 0.75,0.1753
model-1615048635, 1615048653.209, 0.77, 0.1606, 0.79,0.1625
model-1615048635, 1615048653.266, 0.72, 0.1805, 0.79,0.152
model-1615048635, 1615048653.314, 0.82, 0.1437, 0.78,0.1542
model-1615048635, 1615048653.366, 0.74, 0.1863, 0.76,0.1622
model-1615048635, 1615048653.417, 0.83, 0.1202, 0.74,0.1697
model-1615048635, 1615048653.469, 0.84, 0.1153, 0.71,0.2058
model-1615048635, 1615048653.515, 0.83, 0.1366, 0.73,0.1828
model-1615048635, 1615048653.564, 0.85, 0.1165, 0.8,0.1437
model-1615048635, 1615048653.611, 0.78, 0.1586, 0.8,0.1494
model-1615048635, 1615048653.659, 0.78, 0.1576, 0.77,0.1616
model-1615048635, 1615048653.711, 0.68, 0.2141, 0.79,0.1611
model-1615048635, 1615048653.758, 0.8, 0.1351, 0.8,0.1464
model-1615048635, 1615048653.812, 0.79, 0.1439, 0.76,0.1815
model-1615048635, 1615048653.86, 0.83, 0.1162, 0.74,0.1871
model-1615048635, 1615048653.911, 0.72, 0.192, 0.76,0.1588
model-1615048635, 1615048653.957, 0.77, 0.1499, 0.78,0.1509
model-1615048635, 1615048654.007, 0.86, 0.1109, 0.78,0.1232
model-1615048635, 1615048654.053, 0.83, 0.1187, 0.77,0.1619
model-1615048635, 1615048654.099, 0.76, 0.1686, 0.71,0.178
model-1615048635, 1615048654.153, 0.77, 0.156, 0.84,0.1361
model-1615048635, 1615048654.203, 0.85, 0.1376, 0.7,0.2044
model-1615048635, 1615048654.254, 0.77, 0.1471, 0.77,0.1729
model-1615048635, 1615048654.301, 0.87, 0.1121, 0.72,0.201
model-1615048635, 1615048654.351, 0.79, 0.1338, 0.75,0.1882
model-1615048635, 1615048654.401, 0.79, 0.1421, 0.77,0.1412
model-1615048635, 1615048654.455, 0.89, 0.1136, 0.83,0.1295
model-1615048635, 1615048654.504, 0.78, 0.1503, 0.74,0.1568
model-1615048635, 1615048654.551, 0.8, 0.1241, 0.8,0.1391
model-1615048635, 1615048654.598, 0.8, 0.1371, 0.77,0.1344
model-1615048635, 1615048654.648, 0.82, 0.1222, 0.83,0.1433
model-1615048635, 1615048654.695, 0.76, 0.1559, 0.73,0.1717
model-1615048635, 1615048654.757, 0.74, 0.1703, 0.87,0.1165
model-1615048635, 1615048654.808, 0.79, 0.1362, 0.76,0.1496
model-1615048635, 1615048654.862, 0.81, 0.1373, 0.77,0.1535
model-1615048635, 1615048654.911, 0.87, 0.1009, 0.69,0.1767
model-1615048635, 1615048654.961, 0.84, 0.1178, 0.76,0.1438
model-1615048635, 1615048655.009, 0.85, 0.1269, 0.74,0.1916
model-1615048635, 1615048655.06, 0.8, 0.1655, 0.78,0.1516
model-1615048635, 1615048655.11, 0.85, 0.1191, 0.81,0.145
